3263 6707 9987 13358 16558 19669 22740 26069 30131 34195 38258 42320 46383 50443 54502 58568 62633 66700 70768 74835 78901 82967 87033 91096 95164 99228 103294 107356 111366
3255 6723 10032 13425 16873 20363 23842 27982 32528 37079 41632 46185 50734 55284 59834 64381 68879 73429 77597 82156 86716 91274 95384 99335 103289 107395 111954 116511 121069
3259 6708 10000 13385 16824 20293 23765 27879 32422 36968 41505 46038 50576 55113 59647 64184 68718 73257 77797 82340 86882 91423 95960 100502 105048 109597 114138 118685 123234
3218 6646 9913 13265 16684 20118 23546 27557 32072 36584 41096 45605 50120 54630 59146 63655 68167 72680 77191 81701 86211 90723 95233 99742 104251 108759 113269 117778 122288
3215 6626 9891 13236 16637 20060 23473 27457 31970 36477 40981 45489 49996 54511 59029 63547 68067 72575 77080 81588 86094 90611 95127 99641 104159 108674 113188 117705 122221
3242.000 6682.000 9964.600 13333.800 16715.200 20100.600 23473.200 27388.800 31824.600 36260.600 40694.400 45127.400 49561.800 53996.200 58431.600 62867.000 67292.800 71728.200 76086.600 80524.000 84960.800 89399.600 93747.400 98063.200 102382.200 106730.600 111168.600 115607.000 120035.600
20.995 38.507 53.623 71.865 117.080 242.529 390.907 688.040 872.042 1057.196 1242.226 1427.450 1612.919 1799.868 1987.608 2172.162 2350.514 2535.182 2672.109 2858.091 3044.341 3231.246 3369.496 3504.709 3651.866 3816.750 3998.329 4182.945 4388.825
